adm4Pcode,adm4NameLa,adm3NameLa,adm2NameLa,adm1NameLa,Population,codeName_3,POINT_X,POINT_Y
UKR1425288201,Stepanivka,Stepanivska,Shakhtarskyi,Donetska,1371,village,38.80577621,47.92435025
UKR1421555600,Volodymyrivka,Volodymyrivska,Volnovaskyi,Donetska,6660,urban type village,37.40024973,47.72080332
UKR1414445900,Hirnytske,Hirnytska,Snizhnianska,Donetska,1178,urban type village,38.83476315,48.00023406
UKR1412947700,Yasnohirka,Yasnohirska,Kramatorska,Donetska,8293,urban type village,37.54921651,48.77302855
UKR1411270300,Zalizne,Zalizna,Toretska,Donetska,5598,city,37.89431786,48.36683433
UKR1411570300,Bilytske,Bilytska,Dobropilska,Donetska,8691,city,37.18308396,48.40665531
UKR1413270600,Rodynske,Rodynska,Pokrovska,Donetska,10698,city,37.20870761,48.3538455
UKR1420386701,Nekremenne,Nekremenska,Oleksandrivskyi,Donetska,727,village,37.13441323,48.81881606
UKR1425283401,Zolotarivka,Zolotarivska,Shakhtarskyi,Donetska,1240,village,38.18859855,48.00465346
UKR1423385001,Maksymilianivka,Maksymilianivska,Marinskyi,Donetska,2171,village,37.39431849,47.97399775
UKR1423082001,Kryva Luka,Lymanska,Lymanskyi,Donetska,380,village,37.90338008,48.87348812
UKR1422084401,Kryvorizhzhia,Kryvorizka,Dobropilskyi,Donetska,1144,village,36.91730939,48.4405457
UKR1415345400,Kontarne,Kontarnivska,Shakhtarska,Donetska,1500,urban type village,38.51208001,48.08765861
UKR1413800000,Selydove,Selydivska,Selydivska,Donetska,24145,city,37.2989924,48.14717063
UKR1425282301,Dmytrivka,Dmytrivska,Shakhtarskyi,Donetska,3370,village,38.94758749,47.95010093
UKR1424585701,Osykove,Osykivska,Starobeshivskyi,Donetska,1227,village,38.20468728,47.7816005
UKR1420386901,Ocheretyne,Ocheretynska,Oleksandrivskyi,Donetska,889,village,37.11976185,48.74161881
UKR1423087601,Yatskivka,Lymanska,Lymanskyi,Donetska,490,village,37.522145,49.17929947
UKR1420684501,Klenivka,Klenivska,Amvrosiivskyi,Donetska,703,village,38.23342891,47.76159337
UKR1420989201,Serebrianka,Serebrianska,Bakhmutskyi,Donetska,1100,village,38.1329538,48.92016658
UKR1424887101,Starolaspa,Starolaspynska,Boikivskyi,Donetska,857,village,37.98286909,47.55972442
UKR1412046800,Korsun,Korsunska,Yenakiivska,Donetska,2659,urban type village,38.08184772,48.2027414
UKR1412946200,Krasnotorka,Krasnotorska,Kramatorska,Donetska,2995,urban type village,37.52769319,48.6807518
UKR1413845900,Kurakhivka,Kurakhivska,Selydivska,Donetska,3060,urban type village,37.3758026,48.02596596
UKR1420655600,Kuteinykove,Kuteinykivska,Amvrosiivskyi,Donetska,1716,urban type village,38.29068978,47.81043198
UKR1423084301,Rubtsi,Lymanska,Lymanskyi,Donetska,1414,village,37.56707886,49.17861146
UKR1424256200,Raihorodok,Raihorodotska,Slovianskyi,Donetska,3582,urban type village,37.7240265,48.90346282
UKR1423686601,Samiilove,Samiilivska,Novoazovskyi,Donetska,568,village,38.24810073,47.25556997
UKR1422483701,Markove,Markivska,Kostiantynivskyi,Donetska,413,village,37.79144411,48.65403808
UKR1424284601,Maiaky,Maiakivska,Slovianskyi,Donetska,1285,village,37.62193489,48.94538483
UKR1424881901,Konkove,Konkovska,Boikivskyi,Donetska,662,village,38.1695785,47.33001586
UKR1423685501,Prymorske,Prymorska,Novoazovskyi,Donetska,1407,village,37.943408,47.31521618
UKR1421586401,Prokhorivka,Prokhorivska,Volnovaskyi,Donetska,502,village,37.67198681,47.52831069
UKR1422783401,Mykolaivka,Mykolaivska,Pokrovskyi,Donetska,805,village,37.38760866,48.18461606
UKR1420384401,Myrna Dolyna,Myrnodolynska,Oleksandrivskyi,Donetska,464,village,36.83181654,48.59880098
UKR1422783001,Myroliubivka,Myroliubivska,Pokrovskyi,Donetska,597,village,37.37441172,48.30178173
UKR1424280301,Oleksandrivka,Cherkaska,Slovianskyi,Donetska,1667,village,37.4230235,48.82374243
UKR1422085501,Novovodiane,Novovodianska,Dobropilskyi,Donetska,449,village,37.1421325,48.54800524
UKR1421781801,Zelenyi Yar,Zelenoiarska,Nikolskyi,Donetska,450,village,37.05256561,47.20158041
UKR1421284601,Rozdolne,Rozdolnenska,Velykonovosilkivskyi,Donetska,1120,village,36.91785169,47.90578304
UKR1422083301,Zolotyi Kolodiaz,Zolotokolodiazka,Dobropilskyi,Donetska,910,village,37.23972175,48.53049986
UKR1420383501,Zoloti Prudy,Zolotoprudska,Oleksandrivskyi,Donetska,730,village,37.02261273,48.73064271
UKR1423383001,Zoriane,Zorianska,Marinskyi,Donetska,939,village,37.39749932,48.03542468
UKR1422088001,Svitle,Svitlivska,Dobropilskyi,Donetska,1229,village,37.11724839,48.40336897
UKR1422784001,Novotroitske,Novotroitska,Pokrovskyi,Donetska,614,village,37.09086325,48.19502153
UKR1425285601,Nikishyne,Nikishynska,Shakhtarskyi,Donetska,884,village,38.52320904,48.24127653
UKR1422484201,Nova Poltavka,Novopoltavska,Kostiantynivskyi,Donetska,501,village,37.49037772,48.36469903
UKR1425583201,Novoselivka Persha,Novoselivska Persha,Yasynuvatskyi,Donetska,935,village,37.54271375,48.18971795
UKR1422086601,Novotoretske,Shakhivska,Dobropilskyi,Donetska,520,village,37.3230755,48.40213752
UKR1421584801,Novoandriivka,Novoandriivska,Volnovaskyi,Donetska,905,village,37.34748487,47.64807646
UKR1425583101,Novobakhmutivka,Novobakhmutivska,Yasynuvatskyi,Donetska,890,village,37.804327,48.24898279
UKR1420684001,Zelene,Zelenivska,Amvrosiivskyi,Donetska,575,village,38.17288313,47.94474491
UKR1425585601,Pisky,Piskivska,Yasynuvatskyi,Donetska,2160,village,37.671444,48.06650639
UKR1421586301,Pryvilne,Pryvilnenska,Volnovaskyi,Donetska,776,village,37.50683155,47.37751993
UKR1425584301,Orlivka,Orlivska,Yasynuvatskyi,Donetska,874,village,37.64374082,48.1649576
UKR1420985701,Minkivka,Minkivska,Bakhmutskyi,Donetska,800,village,37.8470675,48.69312301
UKR1424883601,Michurine,Michurinska,Boikivskyi,Donetska,1146,village,38.03722425,47.47413262
UKR1420685401,Mnohopillia,Mnohopilska,Amvrosiivskyi,Donetska,310,village,38.2214595,47.85827803
UKR1424586001,Petrivske,Petrivska,Starobeshivskyi,Donetska,1069,village,38.07368508,47.69127104
UKR1424581801,Kumachove,Kumachivska,Starobeshivskyi,Donetska,1532,village,38.26871478,47.62363722
UKR1424583501,Novozarivka,Novozarivska,Starobeshivskyi,Donetska,1683,village,38.131856,47.63908986
UKR1420686001,Novoivanivka,Novoivanivska,Amvrosiivskyi,Donetska,625,village,38.38616459,47.67733695
UKR1423985501,Urzuf,Urzufska,Manhushskyi,Donetska,2904,village,37.10343805,46.91399933
UKR1421785501,Respublika,Respublikanska,Nikolskyi,Donetska,706,village,37.1990155,47.2515399
UKR1422785001,Petrivka,Petrivska,Pokrovskyi,Donetska,391,village,37.207854,48.17115222
UKR1420386609,Petrivka Druha,Petrivska Druha,Oleksandrivskyi,Donetska,537,village,36.77999262,48.67797765
UKR1421586001,Petrivske,Petrivska,Volnovaskyi,Donetska,1209,village,37.16420647,47.66213584
UKR1423388501,Uspenivka,Uspenivska,Marinskyi,Donetska,507,village,37.2299435,47.91676906
UKR1420688201,Uspenka,Uspenska,Amvrosiivskyi,Donetska,1483,village,38.7029745,47.72957266
UKR1424882901,Lukove,Lukivska,Boikivskyi,Donetska,510,village,37.930149,47.35170176
UKR1422485801,Tarasivka,Tarasivska,Kostiantynivskyi,Donetska,425,village,37.55320773,48.34895937
UKR1422485001,Poltavka,Poltavska,Kostiantynivskyi,Donetska,430,village,37.476096,48.43109238
UKR1421787001,Topolyne,Topolynska,Nikolskyi,Donetska,1040,village,37.38904688,47.23712118
UKR1424580501,Oleksandrivka,Oleksandrivska,Starobeshivskyi,Donetska,678,village,38.05059009,47.79565044
UKR1420680401,Oleksiivske,Oleksiivska,Amvrosiivskyi,Donetska,434,village,38.75022784,47.81795324
UKR1425287801,Sadove,Sadivska,Shakhtarskyi,Donetska,1141,village,38.39332556,48.02966895
UKR1423355300,Oleksandrivka,Oleksandrivska,Marinskyi,Donetska,4080,urban type village,37.57798701,47.92149365
UKR1420988401,Riznykivka,Riznykivska,Bakhmutskyi,Donetska,593,village,37.972762,48.83820239
UKR1424510400,Kalmiuske,Komsomolska,Starobeshivskyi,Donetska,11763,city,38.07342309,47.66280246
UKR1423381101,Halytsynivka,Halytsynivska,Marinskyi,Donetska,1111,village,37.44890235,48.10239939
UKR1423085401,Terny,Lymanska,Lymanskyi,Donetska,764,village,37.96585762,49.09739471
UKR1422486001,Torske,Torska,Kostiantynivskyi,Donetska,473,village,37.4213265,48.54792509
UKR1422782801,Lysivka,Lysivska,Pokrovskyi,Donetska,799,village,37.2603075,48.22084545
UKR1424885901,Pervomaiske,Pervomaiska,Boikivskyi,Donetska,521,village,38.11844708,47.42635559
UKR1425585401,Pervomaiske,Pervomaiska,Yasynuvatskyi,Donetska,2193,village,37.59163597,48.09688981
UKR1420988001,Rozdolivka,Rozdolivska,Bakhmutskyi,Donetska,740,village,38.07961538,48.75447033
UKR1424285701,Prelesne,Cherkaska,Slovianskyi,Donetska,694,village,37.29143308,48.83299458
UKR1424586801,Rozdolne,Rozdolnenska,Starobeshivskyi,Donetska,2451,village,38.02538325,47.6142958
UKR1423686001,Oleksandrivske,Rozivska,Novoazovskyi,Donetska,926,village,38.11452674,47.20463171
UKR1424584601,Novokaterynivka,Novokaterynivska,Starobeshivskyi,Donetska,667,village,38.11504003,47.7248178
UKR1422755600,Novoekonomichne,Novoekonomichna,Pokrovskyi,Donetska,3039,urban type village,37.32606752,48.3280015
UKR1421587201,Rybynske,Rybynska,Volnovaskyi,Donetska,1390,village,37.58218235,47.57923244
UKR1422785701,Rivne,Rivnenska,Pokrovskyi,Donetska,667,village,37.22018845,48.29871488
UKR1421586801,Rivnopil,Rivnopilska,Volnovaskyi,Donetska,1423,village,37.23367412,47.55493711
UKR1423083201,Ridkodub,Lymanska,Lymanskyi,Donetska,1120,village,37.80047845,49.18642095
UKR1423381501,Dachne,Dachnenska,Marinskyi,Donetska,1673,village,37.18096285,47.99230305
UKR1421783301,Kasianivka,Kasianivska,Nikolskyi,Donetska,708,village,37.53172443,47.29652596
UKR1422483001,Katerynivka,Katerynivska,Kostiantynivskyi,Donetska,670,village,37.75489539,48.41756128
UKR1424255600,Bylbasivka,Bylbasivska,Slovianskyi,Donetska,6260,urban type village,37.49975244,48.83956469
UKR1423687701,Khomutove,Khomutivska,Novoazovskyi,Donetska,749,village,38.13711825,47.25011013
UKR1420983901,Kalynivka,Kalynivska,Bakhmutskyi,Donetska,681,village,37.84732268,48.60841023
UKR1411570500,Bilozerske,Bilozerska,Dobropilska,Donetska,16101,city,37.05717241,48.53300522
UKR1421782201,Kalchyk,Kalchytska,Nikolskyi,Donetska,1718,village,37.59868786,47.30671526
UKR1422484001,Mykolaivka,Mykolaivska,Kostiantynivskyi,Donetska,644,village,37.79634,48.57555419
UKR1420387501,Stepanivka,Stepanivska,Oleksandrivskyi,Donetska,1033,village,37.0152545,48.61474581
UKR1421583201,Soniachne,Soniachna,Volnovaskyi,Donetska,775,village,37.44201586,47.40588633
UKR1423683301,Khreshchatytske,Krasnoarmiiska,Novoazovskyi,Donetska,1235,village,37.92551937,47.23374924
UKR1425582101,Krasnohorivka,Krasnohorivska,Yasynuvatskyi,Donetska,526,village,37.7275785,48.20920683
UKR1422482501,Ivanopillia,Ivanopilska,Kostiantynivskyi,Donetska,1466,village,37.7681365,48.46777347
UKR1414400000,Snizhne,Snizhnianska,Snizhnianska,Donetska,48485,city,38.71778942,48.0046451
UKR1412365800,Talakivka,Talakivska,Mariupolska,Donetska,4130,urban type village,37.72290747,47.18471204
UKR1411300000,Myrnohrad,Myrnohradska,Dymytrivska,Donetska,49646,city,37.28272996,48.26886768
UKR1410100000,Donetsk,Donetska,Donetska,Donetska,953217,city,37.76285501,48.00861213
UKR1420910600,Svitlodarsk,Svitlodarska,Bakhmutskyi,Donetska,12164,city,38.22098235,48.43366086
UKR1420955500,Myronivskyi,Myronivska,Bakhmutskyi,Donetska,8045,urban type village,38.27448964,48.45872855
UKR1422755300,Hrodivka,Hrodivska,Pokrovskyi,Donetska,2598,urban type village,37.37929397,48.25979748
UKR1410167600,Laryne,Larynska,Donetska,Donetska,2775,urban type village,37.92843248,47.88761946
UKR1415046200,Zuivka,Zuivska,Khartsyzka,Donetska,3220,urban type village,38.24937443,48.06089532
UKR1423056000,Novoselivka,Lymanska,Lymanskyi,Donetska,1363,urban type village,37.69236823,49.07185817
UKR1421556800,Novotroitske,Novotroitska,Volnovaskyi,Donetska,6978,urban type village,37.59567981,47.71752714
UKR1420355100,Oleksandrivka,Oleksandrivska,Oleksandrivskyi,Donetska,419,urban type village,36.91441574,48.71043899
UKR1424256500,Cherkaske,Cherkaska,Slovianskyi,Donetska,3514,urban type village,37.37990371,48.83556529
UKR1420911000,Chasiv Yar,Chasovoiarska,Bakhmutskyi,Donetska,13999,city,37.85187678,48.59340163
UKR1415346400,Stizhkivske,Stizhkivska,Shakhtarska,Donetska,4007,urban type village,38.46623148,48.11946722
UKR1413200000,Pokrovsk,Pokrovska,Pokrovska,Donetska,64895,city,37.17907933,48.2830745
UKR1414170500,Sviatohirsk,Sviatohirska,Slovianska,Donetska,4654,city,37.56914584,49.04027613
UKR1412000000,Yenakiieve,Yenakiievska miska rada,Yenakiivska,Donetska,82629,city,38.21441291,48.22836037
UKR1412365600,Staryi Krym,Staro-Krymska,Mariupolska,Donetska,6047,urban type village,37.48781494,47.16005668
UKR1410665300,Holmivskyi,Holmivska,Horlivska,Donetska,6989,urban type village,38.07365563,48.40235748
UKR1413500000,Makiivka,Makiivska,Makiivska,Donetska,353918,city,37.96521959,48.05746346
UKR1411545600,Novodonetske,Novodonetska,Dobropilska,Donetska,5903,urban type village,36.97894996,48.63303086
UKR1411245300,Pivnichne,Pivnichna,Toretska,Donetska,10209,urban type village,37.91462446,48.39772711
UKR1412600000,Kostiantynivka,Kostiantynivska,Kostiantynivska,Donetska,77066,city,37.70140961,48.52242082
UKR1420910800,Soledar,Soledarska,Bakhmutskyi,Donetska,11708,city,38.0680521,48.69467547
UKR1421555300,Blahodatne,Blahodatnenska,Volnovaskyi,Donetska,1178,urban type village,37.4196891,47.69790686
UKR1421582001,Zachativka,Zachativska,Volnovaskyi,Donetska,734,village,37.15157177,47.49796151
UKR1422483901,Mykolaipillia,Mykolaipilska,Kostiantynivskyi,Donetska,483,village,37.55747821,48.52666515
UKR1413591501,Verkhnia Krynka,Verkhnokrynska,Makiivska,Donetska,561,village,38.14616632,48.1616901
UKR1420987001,Paraskoviivka,Paraskoviivska,Bakhmutskyi,Donetska,2807,village,38.00090819,48.66347208
UKR1422788301,Malynivka,Malynivska,Pokrovskyi,Donetska,730,village,37.3795509,48.33734928
UKR1421580801,Andriivka,Andriivska,Volnovaskyi,Donetska,670,village,37.78726905,47.85289495
UKR1420685201,Metalist,Metalistivska,Amvrosiivskyi,Donetska,1298,village,38.29267662,47.82382867
UKR1414745400,Pelahiivka,Pelahiivska,Torezka,Donetska,17985,urban type village,38.60581444,48.09705328
UKR1422055502,Virivka,Sviatohorivska,Dobropilskyi,Donetska,667,village,36.99246237,48.48105064
UKR1423687703,Vitava,Khomutivska,Novoazovskyi,Donetska,68,village,38.14800844,47.26803494
UKR1422784502,Vovkove,Pishchanska,Pokrovskyi,Donetska,23,village,37.08020601,48.2302916
UKR1423082004,Kalenyky,Lymanska,Lymanskyi,Donetska,65,village,37.91773,48.84485412
UKR1420985202,Kalynivka,Komunivska,Bakhmutskyi,Donetska,112,village,38.32122675,48.34216791
UKR1420680407,Vilkhivchyk,Oleksiivska,Amvrosiivskyi,Donetska,125,village,38.8127665,47.84793148
UKR1422485504,Kalynove,Pravdivska,Kostiantynivskyi,Donetska,627,village,37.6479365,48.2961747
UKR1421584003,Viktorivka,Mykolaivska,Volnovaskyi,Donetska,20,village,37.81034268,47.63572746
UKR1422055501,Viktorivka,Sviatohorivska,Dobropilskyi,Donetska,25,village,36.95697303,48.53117051
UKR1422085005,Vilne,Shakhivska,Dobropilskyi,Donetska,71,village,37.22448632,48.47272453
UKR1421286603,Vilne Pole,Shevchenkivska,Velykonovosilkivskyi,Donetska,402,village,36.68654706,47.8758205
UKR1422783603,Vozdvyzhenka,Novooleksandrivska,Pokrovskyi,Donetska,381,village,37.51780084,48.30499532
UKR1423385403,Voznesenka,Novoselydivska,Marinskyi,Donetska,52,village,37.25599726,48.06151125
UKR1424580503,Voznesenka,Oleksandrivska,Starobeshivskyi,Donetska,95,village,38.04317752,47.76765163
UKR1421785003,Kalchynivka,Novokrasnivska,Nikolskyi,Donetska,144,village,37.14020405,47.35631673
UKR1422783407,Kalynove,Mykolaivska,Pokrovskyi,Donetska,219,village,37.44068261,48.13931749
UKR1415346403,Vinnytske,Stizhkivska,Shakhtarska,Donetska,52,village,38.45063754,48.09492416
UKR1415070501,Vodobud,Zuhreska,Khartsyzka,Donetska,157,village,38.2217115,48.02389179
UKR1421781602,Vodiane,Zorianska,Nikolskyi,Donetska,84,village,37.67816969,47.29514953
UKR1423387403,Vodiane,Stepnenska,Marinskyi,Donetska,324,village,37.31077432,47.82497692
UKR1422088804,Kamianka,Shylivska,Dobropilskyi,Donetska,283,village,36.84859775,48.36989355
UKR1424581202,Kamianka,Komunarivska,Starobeshivskyi,Donetska,269,village,37.90851916,47.79672053
UKR1424583509,Kamianka,Novozarivska,Starobeshivskyi,Donetska,269,village,38.17934962,47.57931552
UKR1411246501,Valentynivka,Novhorodska,Toretska,Donetska,84,village,37.76077765,48.31283232
UKR1413567801,Vasylivka,Krynychanska,Makiivska,Donetska,112,village,37.96728992,48.18183455
UKR1420980505,Vyimka,Berestivska,Bakhmutskyi,Donetska,21,village,38.14675463,48.80484845
UKR1420688202,Vyselky,Uspenska,Amvrosiivskyi,Donetska,75,village,38.65627479,47.69879725
UKR1420682003,Zhukova Balka,Blahodatnivska,Amvrosiivskyi,Donetska,129,village,38.40025387,47.79792689
UKR1425287802,Zaroshchenske,Sadivska,Shakhtarskyi,Donetska,348,village,38.45303765,47.99129496
UKR1425287803,Zakharchenko,Sadivska,Shakhtarskyi,Donetska,14,village,38.412139,47.964232
UKR1425287804,Zachativka,Sadivska,Shakhtarskyi,Donetska,568,village,38.37894896,48.02981383
UKR1424581804,Hlynka,Kumachivska,Starobeshivskyi,Donetska,647,village,38.24999525,47.55474772
UKR1422485502,Hnativka,Pravdivska,Kostiantynivskyi,Donetska,67,village,37.66109813,48.33599088
UKR1422782802,Hnativka,Lysivska,Pokrovskyi,Donetska,146,village,37.2109915,48.26178761
UKR1420985505,Klishchiivka,Ivanivska,Bakhmutskyi,Donetska,512,village,37.95973663,48.53009379
UKR1420381003,Dmytrokolyne,Bezzabotivska,Oleksandrivskyi,Donetska,112,village,36.97424525,48.68658117
UKR1421282403,Dniproenerhiia,Komarska,Velykonovosilkivskyi,Donetska,96,village,36.8025105,47.92108397
UKR1413591507,Monakhove,Verkhnokrynska,Makiivska,Donetska,169,village,38.11600711,48.15066714
UKR1421784403,Truzhenka,Maloianysolska,Nikolskyi,Donetska,472,village,37.2256584,47.3818522
UKR1423388503,Hannivka,Uspenivska,Marinskyi,Donetska,205,village,37.26099067,47.90699945
UKR1421283602,Heorhiivka,Novopetrykivska,Velykonovosilkivskyi,Donetska,211,village,36.89657207,47.65811554
UKR1424581802,Berestove,Kumachivska,Starobeshivskyi,Donetska,47,village,38.331583,47.58696684
UKR1420985504,Berkhivka,Ivanivska,Bakhmutskyi,Donetska,118,village,37.96519022,48.6459758
UKR1423687702,Bessarabka,Khomutivska,Novoazovskyi,Donetska,119,village,38.10785559,47.26634733
UKR1424887102,Bila Kamianka,Starolaspynska,Boikivskyi,Donetska,84,village,37.85922655,47.5418259
UKR1415346001,Dubove,Serdytenska,Shakhtarska,Donetska,200,village,38.4149038,47.99351519
UKR1420681502,Zhytenko,Biloiarivska,Amvrosiivskyi,Donetska,101,village,38.68778677,47.79943811
UKR1422783405,Zavitne,Mykolaivska,Pokrovskyi,Donetska,308,village,37.4296755,48.17539364
UKR1421284603,Odradne,Rozdolnenska,Velykonovosilkivskyi,Donetska,387,village,36.85923627,47.97536192
UKR1421281802,Zelenyi Hai,Iskrivska,Velykonovosilkivskyi,Donetska,915,village,36.65102398,48.06996838
UKR1423385002,Heorhiivka,Maksymilianivska,Marinskyi,Donetska,1167,village,37.44008491,47.96204397
UKR1423381502,Hihant,Dachnenska,Marinskyi,Donetska,3,village,37.15702495,47.92781877
UKR1424282405,Hlyboka Makatykha,Khrestyshchenska,Slovianskyi,Donetska,57,village,37.550152,48.90134972
UKR1423383502,Antonivka,Katerynivska,Marinskyi,Donetska,487,village,37.35754039,47.88086338
UKR1422084402,Nadiia,Kryvorizka,Dobropilskyi,Donetska,86,village,36.9985561,48.42270124
UKR1425587303,Arkhanhelske,Soloviovska,Yasynuvatskyi,Donetska,285,village,37.64158275,48.26691311
UKR1420983903,Hryhorivka,Kalynivska,Bakhmutskyi,Donetska,92,village,37.85854729,48.6393383
UKR1422781604,Yevhenivka,Ivanivska,Pokrovskyi,Donetska,99,village,37.53397684,48.23444279
UKR1424582402,Manzhykiv Kut,Marianivska,Starobeshivskyi,Donetska,84,village,37.99738051,47.84113373
UKR1425582103,Kamianka,Krasnohorivska,Yasynuvatskyi,Donetska,228,village,37.78517567,48.17340787
UKR1420688204,Katerynivka,Uspenska,Amvrosiivskyi,Donetska,73,village,38.75154198,47.69002645
UKR1421784402,Katerynivka,Maloianysolska,Nikolskyi,Donetska,208,village,37.24721498,47.43880243
UKR1421785506,Novoromanivka,Respublikanska,Nikolskyi,Donetska,138,village,37.177235,47.2206245
UKR1420989903,Bilohorivka,Yakovlivska,Bakhmutskyi,Donetska,134,village,38.21586713,48.73447803
UKR1424583502,Andriivka,Novozarivska,Starobeshivskyi,Donetska,477,village,38.08928192,47.65843716
UKR1423383003,Zhelanne Druhe,Zorianska,Marinskyi,Donetska,240,village,37.41519401,48.05663236
UKR1423383002,Zhelanne Pershe,Zorianska,Marinskyi,Donetska,192,village,37.42495375,48.07528151
UKR1422784002,Zhovte,Novotroitska,Pokrovskyi,Donetska,103,village,37.14836247,48.18559673
UKR1422755301,Zhuravka,Hrodivska,Pokrovskyi,Donetska,181,village,37.36656578,48.22641344
UKR1420989202,Hryhorivka,Serebrianska,Bakhmutskyi,Donetska,90,village,38.18455789,48.92623932
UKR1424882902,Hryhorivka,Lukivska,Boikivskyi,Donetska,211,village,37.8952904,47.40699749
UKR1423381102,Dolynivka,Halytsynivska,Marinskyi,Donetska,11,village,37.41383109,48.09720261
UKR1425283402,Dubivka,Zolotarivska,Shakhtarskyi,Donetska,50,village,38.20846706,47.99948004
UKR1421557102,Molodizhne,Olenivska,Volnovaskyi,Donetska,157,village,37.7210853,47.82535523
UKR1422484103,Molocharka,Novodmytrivska,Kostiantynivskyi,Donetska,152,village,37.70982649,48.55856053
UKR1413566200,Velyke Orikhove,Nyzhnokrynska,Makiivska,Donetska,766,urban type village,38.13146841,48.087061
UKR1425555600,Keramik,Ocheretynska,Yasynuvatskyi,Donetska,375,urban type village,37.68366464,48.2529518
UKR1422485802,Berezivka,Tarasivska,Kostiantynivskyi,Donetska,25,village,37.508047,48.3466254
UKR1422782302,Berestky,Sontsivska,Pokrovskyi,Donetska,198,village,37.26027895,48.01159547
UKR1423055701,Torske,Lymanska,Lymanskyi,Donetska,1653,village,37.95405572,49.02403927
UKR1423686805,Uzhivka,Sakhanska,Novoazovskyi,Donetska,136,village,37.851806,47.14319371
UKR1420682007,Sadove,Blahodatnivska,Amvrosiivskyi,Donetska,193,village,38.4102055,47.87647006
UKR1421281402,Novopil,Zelenopilska,Velykonovosilkivskyi,Donetska,253,village,36.6243303,47.80813241
UKR1425583204,Novopokrovske,Novoselivska Persha,Yasynuvatskyi,Donetska,64,village,37.57024306,48.20457742
UKR1420355109,Novopoltavka,Oleksandrivska,Oleksandrivskyi,Donetska,426,village,36.86085631,48.69160205
UKR1411245305,Druzhba,Pivnichna,Toretska,Donetska,1860,village,37.91930948,48.40929182
UKR1422087706,Toretske,Shakhivska,Dobropilskyi,Donetska,350,village,37.36630575,48.49767199
UKR1415070803,Tretiaky,Ilovaiska,Khartsyzka,Donetska,258,village,38.20945365,47.91095128
UKR1420982005,Trypillia,Volodymyrivska,Bakhmutskyi,Donetska,194,village,38.2676315,48.67329079
UKR1422786507,Troitske,Sribnenska,Pokrovskyi,Donetska,264,village,36.94430887,48.10472681
UKR1422756301,Molodetske,Udachnenska,Pokrovskyi,Donetska,148,village,36.93491035,48.24114536
UKR1420686003,Verkhnoielanchyk,Novoivanivska,Amvrosiivskyi,Donetska,246,village,38.4427305,47.75923244
UKR1422785003,Hryhorivka,Petrivska,Pokrovskyi,Donetska,115,village,37.23325481,48.16333914
UKR1424882907,Tavrycheske,Lukivska,Boikivskyi,Donetska,273,village,37.86289212,47.32886379
UKR1425288205,Tarany,Stepanivska,Shakhtarskyi,Donetska,59,village,38.7809015,47.88947663
UKR1421586403,Tarasivka,Prokhorivska,Volnovaskyi,Donetska,13,village,37.65003748,47.54983029
UKR1425285604,Kruhlyk,Nikishynska,Shakhtarskyi,Donetska,21,village,38.5614215,48.26074793
UKR1422755303,Krutyi Yar,Hrodivska,Pokrovskyi,Donetska,107,village,37.3370899,48.23271517
UKR1421785503,Ksenivka,Respublikanska,Nikolskyi,Donetska,169,village,37.183557,47.26745451
UKR1423686007,Kuznetsi,Rozivska,Novoazovskyi,Donetska,26,village,38.318078,47.27676896
UKR1420983502,Kuzmynivka,Zvanivska,Bakhmutskyi,Donetska,29,village,38.06879729,48.79712426
UKR1424284602,Pryshyb,Maiakivska,Slovianskyi,Donetska,75,village,37.64685275,49.02349108
UKR1422781608,Prohres,Ivanivska,Pokrovskyi,Donetska,390,village,37.49290175,48.24331437
UKR1422755306,Promin,Hrodivska,Pokrovskyi,Donetska,73,village,37.31797432,48.26874987
UKR1422788303,Myrne,Malynivska,Pokrovskyi,Donetska,24,village,37.426369,48.33579864
UKR1425584307,Umanske,Orlivska,Yasynuvatskyi,Donetska,176,village,37.56129975,48.15333271
UKR1425583205,Skuchne,Novoselivska Persha,Yasynuvatskyi,Donetska,14,village,37.494078,48.16117098
UKR1421280203,Slovianka,Andriivska,Velykonovosilkivskyi,Donetska,67,village,37.1294495,48.06879321
UKR1425587309,Sokil,Soloviovska,Yasynuvatskyi,Donetska,66,village,37.55337384,48.23262237
UKR1420981002,Bondarne,Vasiukivska,Bakhmutskyi,Donetska,43,village,37.93260925,48.74353877
UKR1422785705,Sukhetske,Rivnenska,Pokrovskyi,Donetska,39,village,37.22160195,48.37677639
UKR1422782809,Sukhyi Yar,Lysivska,Pokrovskyi,Donetska,237,village,37.2773905,48.2339829
UKR1420387505,Novopavlivka,Stepanivska,Oleksandrivskyi,Donetska,81,village,37.04358074,48.57830737
UKR1421510102,Novopavlivka,Volnovaska,Volnovaskyi,Donetska,176,village,37.4445095,47.56086611
UKR1422486005,Novopavlivka,Torska,Kostiantynivskyi,Donetska,36,village,37.41898594,48.5187218
UKR1423381506,Sukhi Yaly,Dachnenska,Marinskyi,Donetska,412,village,37.12247134,47.94500527
UKR1424283505,Pershomarivka,Malynivska,Slovianskyi,Donetska,45,village,37.7040935,48.73382339
UKR1422486009,Petrivka,Torska,Kostiantynivskyi,Donetska,21,village,37.45083267,48.56478798
UKR1424283502,Vasiutynske,Malynivska,Slovianskyi,Donetska,93,village,37.72687305,48.71407266
